出題文,学習者,英語答え,翻訳,cos類似度,学習者訳長さ,正解文長さ
私がプレゼントしたイヤリングをして母が会社に行くのを見て、とてもうれしかった。,I was happy to see my mother go to the office with the earring I presented.,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,I was so happy to see my mother go to work wearing the earrings I gave her.,0.6917003393173218,16,17
私がプレゼントしたイヤリングをして母が会社に行くのを見て、とてもうれしかった。,I was happy to see my mother wearing the earrings that I gave her when she went to work.,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,I was so happy to see my mother go to work wearing the earrings I gave her.,0.9649006724357605,19,17
私がプレゼントしたイヤリングをして母が会社に行くのを見て、とてもうれしかった。,I was very happy to see my mother wear I gave her earrings to go to work.,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,I was so happy to see my mother go to work wearing the earrings I gave her.,0.9552618265151978,17,17
私がプレゼントしたイヤリングをして母が会社に行くのを見て、とてもうれしかった。,I was very happy to see that mother putting earrings which I presented went to the company.,I was very happy when I saw my mother going to work wearing the earrings I had bought her.,I was so happy to see my mother go to work wearing the earrings I gave her.,0.8409649133682251,17,17
学校は勉強だけを教えているところだと思うのは、学校の役割を理解していない証拠です。,That you think a school is a place where we only study is evidence that you don't understand the role of the school.,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",To think that school is a place where only studies are taught is a sign that you do not understand the role of school.,0.8503304719924927,23,24
学校は勉強だけを教えているところだと思うのは、学校の役割を理解していない証拠です。,To regard the schools as the places where they teach you only subjects will prove that you don't understand the roles of schools.,"If you expect that schools only teach academic subjects, then this proves that you don't understand what schools are for.",To think that school is a place where only studies are taught is a sign that you do not understand the role of school.,0.7535485625267029,23,24
たいていの日本人は、大部分の時間を生きるために働いで過ごす。,Most Japanese spend their time with work to live.,Most Japanese people spend most of their time working to live.,Most Japanese spend most of their time working to survive.,0.9070039391517639,9,10
たいていの日本人は、大部分の時間を生きるために働いで過ごす。,Most Japanese people spent most of their time working to live.,Most Japanese people spend most of their time working to live.,Most Japanese spend most of their time working to survive.,0.9149833917617798,11,10
たいていの日本人は、大部分の時間を生きるために働いで過ごす。,Most Japanese spend a large part of their time working to live.,Most Japanese people spend most of their time working to live.,Most Japanese spend most of their time working to survive.,0.8888314366340637,12,10
たいていの日本人は、大部分の時間を生きるために働いで過ごす。,Most Japanese spend most of their time working to live.,Most Japanese people spend most of their time working to live.,Most Japanese spend most of their time working to survive.,0.9360332489013672,10,10
たいていの日本人は、大部分の時間を生きるために働いで過ごす。,"Most Japanese, cost a lot of time working to live.",Most Japanese people spend most of their time working to live.,Most Japanese spend most of their time working to survive.,0.8012064695358276,10,10
日本人は、他人を傷つけないように自分の気持ちはできるだけ間接的に表現するのがふつうだ。,Japanese usually express their feelings as indirectly as possible so as not to hurt others.,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,Japanese people usually express their feelings as indirectly as possible to avoid hurting others.,0.9363202452659607,15,14
日本人は、他人を傷つけないように自分の気持ちはできるだけ間接的に表現するのがふつうだ。,Japanese always express without immediately not to insure another person.,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,Japanese people usually express their feelings as indirectly as possible to avoid hurting others.,0.6060253381729126,10,14
日本人は、他人を傷つけないように自分の気持ちはできるだけ間接的に表現するのがふつうだ。,Japanese generally try to express their feelings as indirectly as possible in order to not hurt others.,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,Japanese people usually express their feelings as indirectly as possible to avoid hurting others.,0.9009096026420593,17,14
日本人は、他人を傷つけないように自分の気持ちはできるだけ間接的に表現するのがふつうだ。,it's normal for Japanese people to express their feelings indirectly for the purpose of not making others feel bad.,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,Japanese people usually express their feelings as indirectly as possible to avoid hurting others.,0.8817102313041687,19,14
日本人は、他人を傷つけないように自分の気持ちはできるだけ間接的に表現するのがふつうだ。,Many Japanese express their feelings as indirectly as possible not to hurt others.,Japansse people usually express their feelings as indirectly as possible so that they won't offend others.,Japanese people usually express their feelings as indirectly as possible to avoid hurting others.,0.9252009987831116,13,14
大気中のCO2の増加は、地球温暖化と密接な関連がある。,The increase in atmospheric CO2 is closely related to global warming.,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,The increase in atmospheric CO2 is closely related to global warming.,1.0000001192092896,11,11
大気中のCO2の増加は、地球温暖化と密接な関連がある。,An increase in CO2 is closely related to Earth hottering.,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,The increase in atmospheric CO2 is closely related to global warming.,0.7681565284729004,10,11
大気中のCO2の増加は、地球温暖化と密接な関連がある。,The increase of CO2 in the air is closely related to global warming.,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,The increase in atmospheric CO2 is closely related to global warming.,0.9329771995544434,13,11
大気中のCO2の増加は、地球温暖化と密接な関連がある。,The CO2 increase in the air is closely related to the warming up of the earth.,The increase in the amout of CO2 in the atomosphere is closely connected with global warming.,The increase in atmospheric CO2 is closely related to global warming.,0.8424338102340698,16,11
プロ野球はテレビで見るより球場で見た方が100倍面白い。,It is 100 times more interesting to watch a professional baseball game in a stadium than watching it on TV.,Professional baseball is far more exciting at a stadium than in TV.,Professional baseball is 100 times more interesting to watch at the stadium than on TV.,0.9520809054374695,20,15
プロ野球はテレビで見るより球場で見た方が100倍面白い。,The Pro baseball game is 100 times more interesting to watch at the stadium than to watch it on TV.,Professional baseball is far more exciting at a stadium than in TV.,Professional baseball is 100 times more interesting to watch at the stadium than on TV.,0.9470635652542114,20,15
プロ野球はテレビで見るより球場で見た方が100倍面白い。,professional baseball is watching a baseball stadium more 100 interest than watching TV.,Professional baseball is far more exciting at a stadium than in TV.,Professional baseball is 100 times more interesting to watch at the stadium than on TV.,0.9276740550994873,13,15
このバイクは、イギリスでは日本のおよそ二倍の値段です。,This motorcycle is about twice as expensive in England as in Japan.,This motorbike is about twice as expensive in the U.K as in Japan.,These bikes cost about twice as much in the UK as they do in Japan.,0.7464643716812134,12,15
このバイクは、イギリスでは日本のおよそ二倍の値段です。,"In England, this bike is twice as expensive as in Japan.",This motorbike is about twice as expensive in the U.K as in Japan.,These bikes cost about twice as much in the UK as they do in Japan.,0.8399990797042847,11,15
このバイクは、イギリスでは日本のおよそ二倍の値段です。,This motorcycle cost in the UK is approximately twice as expensive as buying in Japan.,This motorbike is about twice as expensive in the U.K as in Japan.,These bikes cost about twice as much in the UK as they do in Japan.,0.7835384607315063,15,15
このバイクは、イギリスでは日本のおよそ二倍の値段です。,This bike is about twice as expensive in the UK as in Japan.,This motorbike is about twice as expensive in the U.K as in Japan.,These bikes cost about twice as much in the UK as they do in Japan.,0.8746885657310486,13,15
本を読む量が減ったからといって、今の若者の知的欲求が少なくなったということにはならない。,"Even if the number of reading books decreased, it couldn't prove that the younger generation lost their wants towards wisdom.","Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.",The fact that fewer books are being read does not mean that today's young people have less intellectual appetite.,0.6741868257522583,20,19
率直に言って、私が昨日受けた入学試験は思ってたよりもはるかに難しい。,"Frankly speaking, the exam I took yesterday was much more difficult than T thought.","Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.","Frankly, the admissions test I took yesterday was much harder than I thought it would be.",0.7792783379554749,14,16
率直に言って、私が昨日受けた入学試験は思ってたよりもはるかに難しい。,"To be frank, the entrance exam I took yesterday was far more difficult than I had thought.","Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.","Frankly, the admissions test I took yesterday was much harder than I thought it would be.",0.7263917326927185,17,16
率直に言って、私が昨日受けた入学試験は思ってたよりもはるかに難しい。,"Honestly, the entrance exam I took yesterday is much harder than I expected.","Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.","Frankly, the admissions test I took yesterday was much harder than I thought it would be.",0.7704452276229858,13,16
率直に言って、私が昨日受けた入学試験は思ってたよりもはるかに難しい。,"Frankly speaking, It was more difficult than I think to do the admission exam yesterday","Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.","Frankly, the admissions test I took yesterday was much harder than I thought it would be.",0.7458231449127197,15,16
世界には食料が有り余っている国もあれば、何万人もの子供が餓死している国もある。,"In some countries, there is extra food, in others, tens of thousands of children suffer from starving and die.","In some countries people have too much food, while in others tens of thousands of children are starving.","In some countries in the world there is a surplus of food, while in others tens of thousands of children are starving to death.",0.8796971440315247,19,24
世界には食料が有り余っている国もあれば、何万人もの子供が餓死している国もある。,"Some countries have plenty of food, and some countries have thousands of famine children to die.","In some countries people have too much food, while in others tens of thousands of children are starving.","In some countries in the world there is a surplus of food, while in others tens of thousands of children are starving to death.",0.7894111275672913,16,24
世界には食料が有り余っている国もあれば、何万人もの子供が餓死している国もある。,"In the world, there is the country that has enough food, on the other hand, there is the country where several ten thousand children died from poor food.","In some countries people have too much food, while in others tens of thousands of children are starving.","In some countries in the world there is a surplus of food, while in others tens of thousands of children are starving to death.",0.6855274438858032,28,24
いくら運動しても、カロリーを計算していないと減量は無理だよ。,"No matter how much you do exercise, you can't lose weight unless you calculate calories.","However much exercise you get, you won't lose weight unless you count your calories.","No matter how much you exercise, you can't lose weight if you're not counting calories.",0.9443346261978149,15,15
日本人の観光客の中には、非常識にも多額の現金をズボンの後ろのポケットに入れて持ち歩く者がいる。,There are Japanese tourists who don't have common sense putting their wallets with a bunch of money in the back pocket of their trousers.,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,Some Japanese tourists insanely carry large amounts of cash in the back pockets of their pants.,0.7070637941360474,24,16
健康を維持する秘訣は、バランスのとれた食事をし定期的に運動することです。,The secrets to keeping healthy are eating well-balanced food and exercising periodically. ,"In order to stay healthy, you should have a balanced diet and get regular exercise.",The secret to maintaining good health is to eat a balanced diet and exercise regularly.,0.8344063758850098,12,15
健康を維持する秘訣は、バランスのとれた食事をし定期的に運動することです。,The key point to staying healthy is to eat a balanced meal and exercise regularly.,"In order to stay healthy, you should have a balanced diet and get regular exercise.",The secret to maintaining good health is to eat a balanced diet and exercise regularly.,0.8183448910713196,15,15
健康を維持する秘訣は、バランスのとれた食事をし定期的に運動することです。,The secret to keeping healthy is to eat a balanced diet and to exercise regularly. ,"In order to stay healthy, you should have a balanced diet and get regular exercise.",The secret to maintaining good health is to eat a balanced diet and exercise regularly.,0.9669761657714844,15,15
健康を維持する秘訣は、バランスのとれた食事をし定期的に運動することです。,The key to keeping healthy is to eat a balanced meal and exercise regularly.,"In order to stay healthy, you should have a balanced diet and get regular exercise.",The secret to maintaining good health is to eat a balanced diet and exercise regularly.,0.855682373046875,14,15
外国に行って初めて、日本の大都市のネオンの多さに気づく。,We hardly notice that there are many neon signs in Japanese large city areas before going to foreign countries.,It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,It is only when you go abroad that you realize how many neon lights there are in Japan's big cities.,0.7112407684326172,19,20
外国に行って初めて、日本の大都市のネオンの多さに気づく。,"For the first time when I go abroad, I notice that the big cities of Japan have many neon lights.",It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,It is only when you go abroad that you realize how many neon lights there are in Japan's big cities.,0.8810482025146484,20,20
外国に行って初めて、日本の大都市のネオンの多さに気づく。,"To first go abroad, it notices a lot of neon primary city of japan.",It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,It is only when you go abroad that you realize how many neon lights there are in Japan's big cities.,0.6939284801483154,14,20
英語を話せさえすれば国際人になれると勘違いしている日本人が多いのは残念だ。,It's a pity that many Japanese misunderstand that they can become international as long as they can speak English.,It is a pity that many Japanese people mistakenly believe that they have only to speak English to be internationally-minded.,"It is unfortunate that many Japanese mistakenly believe that as long as they can speak English, they can become cosmopolitans.",0.8561973571777344,19,20
英語を話せさえすれば国際人になれると勘違いしている日本人が多いのは残念だ。,"It is too bad that many Japanese people think that if they can speak English, they can become international people.",It is a pity that many Japanese people mistakenly believe that they have only to speak English to be internationally-minded.,"It is unfortunate that many Japanese mistakenly believe that as long as they can speak English, they can become cosmopolitans.",0.8237241506576538,20,20
英語を話せさえすれば国際人になれると勘違いしている日本人が多いのは残念だ。,"Many Japanese people misunderstand that if only they speak English, they can be seen as an international figure.",It is a pity that many Japanese people mistakenly believe that they have only to speak English to be internationally-minded.,"It is unfortunate that many Japanese mistakenly believe that as long as they can speak English, they can become cosmopolitans.",0.7726791501045227,18,20
英語を話せさえすれば国際人になれると勘違いしている日本人が多いのは残念だ。,"There are many Japanese people who misunderstand that they become international people, only if they are able to speak English.",It is a pity that many Japanese people mistakenly believe that they have only to speak English to be internationally-minded.,"It is unfortunate that many Japanese mistakenly believe that as long as they can speak English, they can become cosmopolitans.",0.7960928082466125,20,20
日本の若者の10人のうち7人は、まったく無宗教だと言われる。,It is said that 7 out of 10 young people from Japan don't have religion.,It is said that seven out of ten young Japanse people don't believe in religion.,Seven out of ten young Japanese are said to have no religion at all.,0.7371506094932556,15,14
日本の若者の10人のうち7人は、まったく無宗教だと言われる。,It is said that 7 young people in 10 totally don't have religious beliefs.,It is said that seven out of ten young Japanse people don't believe in religion.,Seven out of ten young Japanese are said to have no religion at all.,0.5876928567886353,14,14
日本の若者の10人のうち7人は、まったく無宗教だと言われる。,It is said that seven in ten Japanese young people are non-religious.,It is said that seven out of ten young Japanse people don't believe in religion.,Seven out of ten young Japanese are said to have no religion at all.,0.699578046798706,12,14
彼女は地元で最も名声のある大学の一つに入学しました。,She enrolled at one of the most famous universities in her local area. ,She enrolled in one of the most prestigious colleges in her town.,She was admitted to one of the most prestigious universities in the area.,0.7865962386131287,13,13
彼女は地元で最も名声のある大学の一つに入学しました。,She entered on of the most famous university in her hometown,She enrolled in one of the most prestigious colleges in her town.,She was admitted to one of the most prestigious universities in the area.,0.6801754236221313,11,13
彼女は地元で最も名声のある大学の一つに入学しました。,She entered one of the most famous universities in her hometown. ,She enrolled in one of the most prestigious colleges in her town.,She was admitted to one of the most prestigious universities in the area.,0.7690219283103943,11,13
私はそのクラブに所属しています。,I belong to the club.,I belong to the club.,I belong to that club.,0.9692187905311584,5,5
私はそのクラブに所属しています。,I belong the club.,I belong to the club.,I belong to that club.,0.9521448612213135,4,5
私はそのクラブに所属しています。,I belong to the club.,I belong to the club.,I belong to that club.,0.9692187905311584,5,5
私はそのクラブに所属しています。,I belong to the club.,I belong to the club.,I belong to that club.,0.9692187905311584,5,5
その国は経済の低迷で苦しむでしょう。,The country will undergo the economical downturn.,The country will suffer from an economic downturn.,That country will suffer from a sluggish economy.,0.5298853516578674,7,8
その国は経済の低迷で苦しむでしょう。,The country will suffer from the economical recession.,The country will suffer from an economic downturn.,That country will suffer from a sluggish economy.,0.6509894728660583,8,8
その国は経済の低迷で苦しむでしょう。,The country would suffer from economic depression.,The country will suffer from an economic downturn.,That country will suffer from a sluggish economy.,0.6380741596221924,7,8
他人の前で話をすることは多くのスキルを必要とします。,Speaking in front of other people needs a lot of skills.,Speaking in front of others requires a lot of skills.,Speaking in front of others requires many skills.,0.932960569858551,11,8
他人の前で話をすることは多くのスキルを必要とします。,We need a lot of skills to speak in public.,Speaking in front of others requires a lot of skills.,Speaking in front of others requires many skills.,0.7003495693206787,10,8
他人の前で話をすることは多くのスキルを必要とします。,I need a lot of skills to speak in front of others.,Speaking in front of others requires a lot of skills.,Speaking in front of others requires many skills.,0.8331570625305176,12,8
多くの親は、よりよい学校教育を受けるために海外に子供たちを留学させます。,Lots of parents have their children study abroad so they benefit from better education.,Many parents sent their children overseas for better schooling.,Many parents send their children abroad for better schooling.,0.8315492868423462,14,9
多くの親は、よりよい学校教育を受けるために海外に子供たちを留学させます。,Many parents makes their children go to study abroad because they can take a good education there.,Many parents sent their children overseas for better schooling.,Many parents send their children abroad for better schooling.,0.8218439221382141,17,9
多くの親は、よりよい学校教育を受けるために海外に子供たちを留学させます。,Many parents send their children abroad so that they can get better education.,Many parents sent their children overseas for better schooling.,Many parents send their children abroad for better schooling.,0.9333636164665222,13,9
多くの親は、よりよい学校教育を受けるために海外に子供たちを留学させます。,Many parents make their children study abroad for better education.,Many parents sent their children overseas for better schooling.,Many parents send their children abroad for better schooling.,0.8775729537010193,10,9
政府は来春、選挙を実施する予定です。,"Next spring,government will do election.",The government will be holding an election next spring.,The government plans to hold elections next spring.,0.8363423943519592,5,8
政府は来春、選挙を実施する予定です。,The government is planning the vote next spring.,The government will be holding an election next spring.,The government plans to hold elections next spring.,0.7651830315589905,8,8
政府は来春、選挙を実施する予定です。,The government plans the vote next spring.,The government will be holding an election next spring.,The government plans to hold elections next spring.,0.8140149116516113,7,8
政府は来春、選挙を実施する予定です。,The government is going to held election next spring.,The government will be holding an election next spring.,The government plans to hold elections next spring.,0.9030183553695679,9,8
政府は来春、選挙を実施する予定です。,The government plans to do a election next spring.,The government will be holding an election next spring.,The government plans to hold elections next spring.,0.8805515766143799,9,8
野菜や果物は健康によいので、人々はこれらの食べ物をもっと食べるべきです。,You ought to eat more vegetables and fruits since they are good for your health.,People should eat more fruit and vegetables because these foods are healty.,Vegetables and fruits are healthy and people should eat more of these foods.,0.8173606395721436,15,13
野菜や果物は健康によいので、人々はこれらの食べ物をもっと食べるべきです。,"Vegetables and fruits are good for health, so people should eat them more than before.",People should eat more fruit and vegetables because these foods are healty.,Vegetables and fruits are healthy and people should eat more of these foods.,0.8611794114112854,15,13
野菜や果物は健康によいので、人々はこれらの食べ物をもっと食べるべきです。,"Vegetables and fruits are good for our health,so people should eat these more.",People should eat more fruit and vegetables because these foods are healty.,Vegetables and fruits are healthy and people should eat more of these foods.,0.9031720161437988,13,13
野菜や果物は健康によいので、人々はこれらの食べ物をもっと食べるべきです。,People should eat more vegetables and fruits because they are good for their health.,People should eat more fruit and vegetables because these foods are healty.,Vegetables and fruits are healthy and people should eat more of these foods.,0.8895596861839294,14,13
今日は雨だったので、ジムには行きませんでした。,"Today was rain,so I dind't go the gym.","Since it wa rainy today,I did not go to the gym.","It was raining today, so I did not go to the gym.",0.8523745536804199,8,12
今日は雨だったので、ジムには行きませんでした。,I didn't go to the gym because of rain today.,"Since it wa rainy today,I did not go to the gym.","It was raining today, so I did not go to the gym.",0.8825153112411499,10,12
今日は雨だったので、ジムには行きませんでした。,I didn't go to the gym because it was rainy today.,"Since it wa rainy today,I did not go to the gym.","It was raining today, so I did not go to the gym.",0.8825950026512146,11,12
今日は雨だったので、ジムには行きませんでした。,It was raining so I didn't go to the gym today.,"Since it wa rainy today,I did not go to the gym.","It was raining today, so I did not go to the gym.",0.9581819772720337,11,12
今日は雨だったので、ジムには行きませんでした。,I did not go to the gym because it was raining today.,"Since it wa rainy today,I did not go to the gym.","It was raining today, so I did not go to the gym.",0.967734158039093,12,12
都市が過密になっている理由は、給料のよい仕事がたくさんあるからです。,Big cities are too crowded because people can find many well-paid jobs there.,The reason why cities are overcrowded is that there are many well-paying jobs.,The reason cities are overcrowded is because there are so many good-paying jobs available.,0.8179374933242798,13,14
都市が過密になっている理由は、給料のよい仕事がたくさんあるからです。,The reason why the city is crowded is there are a lot of good paying jobs.,The reason why cities are overcrowded is that there are many well-paying jobs.,The reason cities are overcrowded is because there are so many good-paying jobs available.,0.8253018856048584,16,14
医療の向上のおかげで、多くの国で平均寿命が高くなりました。,"Because of Improving medical technology, life expectancy has increased in a lot of countries.","Thanks to medical advances,the average life expectancy has increased in many countries.","Thanks to improvements in medical care, life expectancy is higher in many countries.",0.8454825282096863,14,13
娯楽目的の大麻を合法化する国が増えてきました。,More countries have made it legal to use cannabis for fun.,An increasing number of countries have legalized marijuna for recreational use.,More and more countries are legalizing marijuana for recreational purposes.,0.8262234926223755,11,10
お客様が安心できるように、多くのレストランが衛生対策を導入してきました。,A lot of restaurants introduce hygiene measures for peace of minding their customers.,Many restaurants have introduced hygiene measures in order to customers to feel safe.,Many restaurants have introduced sanitation measures to ensure the safety of their customers.,0.7269496917724609,13,13
将来の就職の選択肢が増えるように、学生はさまざまな分野に興味を持っておくべきです。,Students should have interest in various fields so that they will have more career choices. ,Students should take an interest in various fields so that they can have more career options in the feature.,Students should be interested in a variety of fields so that they have more options for future employment.,0.8229628205299377,15,18
将来の就職の選択肢が増えるように、学生はさまざまな分野に興味を持っておくべきです。,Students should have interests in various fields to increase their choices of future jobs.,Students should take an interest in various fields so that they can have more career options in the feature.,Students should be interested in a variety of fields so that they have more options for future employment.,0.8291987180709839,14,18
将来の就職の選択肢が増えるように、学生はさまざまな分野に興味を持っておくべきです。,Students need to have interest in various fields for more career choices in the future. ,Students should take an interest in various fields so that they can have more career options in the feature.,Students should be interested in a variety of fields so that they have more options for future employment.,0.8444331288337708,15,18
不健康な食事と運動不足のために、肥満の人が増えてきています。,The number of obese people has been increasing due to luck of exercise and unhealthy diet.,An increasing number of people are becoming overweught because eat unhealty foods and spend to little time on exercise.,"Due to unhealthy diets and lack of exercise, more and more people are becoming obese.",0.8815770149230957,16,15
不健康な食事と運動不足のために、肥満の人が増えてきています。,"Because of the unhealthy meal and lack of exercises, many people become obesity.",An increasing number of people are becoming overweught because eat unhealty foods and spend to little time on exercise.,"Due to unhealthy diets and lack of exercise, more and more people are becoming obese.",0.8384539484977722,13,15
不健康な食事と運動不足のために、肥満の人が増えてきています。,More and more people have been obese owing to unhealthy diet and less exercise.,An increasing number of people are becoming overweught because eat unhealty foods and spend to little time on exercise.,"Due to unhealthy diets and lack of exercise, more and more people are becoming obese.",0.9385305643081665,14,15
不健康な食事と運動不足のために、肥満の人が増えてきています。,Unhealthy diet and less exercise have made more people fat.,An increasing number of people are becoming overweught because eat unhealty foods and spend to little time on exercise.,"Due to unhealthy diets and lack of exercise, more and more people are becoming obese.",0.8600115776062012,10,15
最近の子供はたちは、栄養の偏りがひどいです。,"Recently, children has severely unbalanced nutrition.",Children these days have a nutritionally unbalanced diet.,Children these days are severely malnourished.,0.5027232766151428,6,6
最近の若者の犯罪の増加の傾向は、社会にとっての重大な関心事です。,The number of crimes by youngsters has been increasing and it is a serious concern in the society.,The recent increase in the number of crimes commited by young adults is a serious concern for society.,The recent trend of increasing crime among young people is of grave concern to society.,0.8297895193099976,18,15
最近の若者の犯罪の増加の傾向は、社会にとっての重大な関心事です。,"The crimes by young people have increased recently, which is a serious concern in the society.",The recent increase in the number of crimes commited by young adults is a serious concern for society.,The recent trend of increasing crime among young people is of grave concern to society.,0.812563419342041,16,15
学生は、しばしば自分の国の古い神話を学びます。,Students often learn old myths of their country.,Students often study ancient myths from their own culuture.,Students often learn old myths about their country.,0.9893170595169067,8,8
学生は、しばしば自分の国の古い神話を学びます。,Students often learn the old myths of their own country.,Students often study ancient myths from their own culuture.,Students often learn old myths about their country.,0.9662935733795166,10,8
自動車事故が原因でその男性は亡くなりました。,The man died because of the traffic accident.,The man was killed in a car accident.,The man died as a result of an automobile accident.,0.8489046096801758,8,10
自動車事故が原因でその男性は亡くなりました。,The man was killed in a traffic accident.,The man was killed in a car accident.,The man died as a result of an automobile accident.,0.6658229231834412,8,10
自動車事故が原因でその男性は亡くなりました。,The man was died because of the car accident.,The man was killed in a car accident.,The man died as a result of an automobile accident.,0.8924921154975891,9,10
自動車事故が原因でその男性は亡くなりました。,The man died because of the car accident.,The man was killed in a car accident.,The man died as a result of an automobile accident.,0.9043428301811218,8,10
自動車事故が原因でその男性は亡くなりました。,The man was killed by the traffic accident.,The man was killed in a car accident.,The man died as a result of an automobile accident.,0.6679089665412903,8,10
政府は、その道路の制限速度を低くするべきです。,The government should lower the speed limit on the road.,The government should make the speed limit on the road lower.,The government should lower the speed limit on those roads.,0.9713506698608398,10,10
政府は、その道路の制限速度を低くするべきです。,The speed limit on the road should be lowered by the government.,The government should make the speed limit on the road lower.,The government should lower the speed limit on those roads.,0.8423379063606262,12,10
インフルエンザの季節には人込みに行くべきではありません。,You should not be in crowded in flu epidemic season.,people should not go into crowded places during the flu season.,You should not go to crowded places during flu season.,0.8628585338592529,10,10
インフルエンザの季節には人込みに行くべきではありません。,We shouldn’t go to the crowded place when the season of flu.,people should not go into crowded places during the flu season.,You should not go to crowded places during flu season.,0.8372645378112793,12,10
もしこの状況が続くならば、経済は悪くなるでしょう。,"If this situation continues, the economy will get worse.",The economy will worsen if this situation continues.,"If this situation continues, the economy will be worse off.",0.9709843993186951,9,10
もしこの状況が続くならば、経済は悪くなるでしょう。,"If this situation continues, the economy will be worse.",The economy will worsen if this situation continues.,"If this situation continues, the economy will be worse off.",0.9828459620475769,9,10
もしこの状況が続くならば、経済は悪くなるでしょう。,"If this situation goes on, the economic condition would get worse.",The economy will worsen if this situation continues.,"If this situation continues, the economy will be worse off.",0.851763129234314,11,10
もしこの状況が続くならば、経済は悪くなるでしょう。,"If this situation continues, the economy will get worse.",The economy will worsen if this situation continues.,"If this situation continues, the economy will be worse off.",0.9709843993186951,9,10
もしこの状況が続くならば、経済は悪くなるでしょう。,"If this situation continue,the economy will be bad.",The economy will worsen if this situation continues.,"If this situation continues, the economy will be worse off.",0.8610731363296509,8,10
卒業後に一度故郷を離れると、故郷に戻る可能性は低いものです。,"Once they leave their hometown after graduation, they rarely come back.","Once people have their hometown after finishing school,they are unlikely to return.","Once you leave your hometown after graduation, it is unlikely that you will return to it.",0.7435498237609863,11,16
卒業後に一度故郷を離れると、故郷に戻る可能性は低いものです。,"Once you leave your hometown after graduation, it is unlikely that you will return there.","Once people have their hometown after finishing school,they are unlikely to return.","Once you leave your hometown after graduation, it is unlikely that you will return to it.",0.9908983707427979,15,16
卒業後に一度故郷を離れると、故郷に戻る可能性は低いものです。,"Once we leave hometown after graduate, we rarely go back.","Once people have their hometown after finishing school,they are unlikely to return.","Once you leave your hometown after graduation, it is unlikely that you will return to it.",0.7323910593986511,10,16
プラスチックの使用は私たちの生活を便利にしましたが、それと同時に環境に大きな影響を与えました。,"The use of plastic made our lives convenient, but at the same time it influenced the environment very much.","Although the use of plastics has made our lives convenient, it has also caused significant environmental damage.","The use of plastics has made our lives more convenient, but it has also had a significant impact on the environment.",0.8015607595443726,19,21
科学者たちが絶え間なく努力しているにもかかわらず、毎年、何千もの種が絶滅しています。,"Though scientists have made efforts constantly, thousands of species have died out every year.","Even though scientists are making continuous efforts to prevent it, thousands of species are dying out every yaer.","Despite the constant efforts of scientists, thousands of species become extinct each year.",0.7197426557540894,14,13
ぜいたく品に対する税金は増やされるべきである一方、生活必需品に対する税金は減らされるべきです。,The tax for indispensable things should be decreased while the tax for luxurious things should be increased.,"While taxes on luxury items should be raised,those on daily necessities should be reduced.",Taxes on luxuries should be increased while taxes on necessities should be decreased.,0.7557817101478577,17,13
ぜいたく品に対する税金は増やされるべきである一方、生活必需品に対する税金は減らされるべきです。,"The tax of luxury things should increase, but the tax of the things for daily life should reduce.","While taxes on luxury items should be raised,those on daily necessities should be reduced.",Taxes on luxuries should be increased while taxes on necessities should be decreased.,0.6088982224464417,18,13
ぜいたく品に対する税金は増やされるべきである一方、生活必需品に対する税金は減らされるべきです。,The tax for indispensable things should be reduced while the tax for luxurious things should be raised.,"While taxes on luxury items should be raised,those on daily necessities should be reduced.",Taxes on luxuries should be increased while taxes on necessities should be decreased.,0.6818179488182068,17,13
ぜいたく品に対する税金は増やされるべきである一方、生活必需品に対する税金は減らされるべきです。,"The tax for luxury items should be increased. On the other hand, the tax for daily necessities should be decreased. ","While taxes on luxury items should be raised,those on daily necessities should be reduced.",Taxes on luxuries should be increased while taxes on necessities should be decreased.,0.8605574369430542,20,13
そのスーパーで買ったりんごは値段が高かったです。,The apples I bought at the supermarket were expensive.,The apples sold at the supermarket were expensive.,The apples I bought at that supermarket were overpriced.,0.9083011150360107,9,9
そのスーパーで買ったりんごは値段が高かったです。,The price of the apple I bought in the super market was high.,The apples sold at the supermarket were expensive.,The apples I bought at that supermarket were overpriced.,0.649250328540802,13,9
