ID,Japanese,Correct,English,label,grammarly, 
58,読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,We shouldn't forget that reading book is one of the cultural heritages that we have to take over to our children.,111,We shouldn't forget that reading book is one of the cultural heritage that we have to take over to our children., 
58,読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,Don't forget reading books is part of cultural heritage we tell children.,111,Don't forget reading books is part of cultural heritage we tell children., 
58,読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,We remember the reading book is the one of the culture heritage which we have to tell our children.,11,We remember the reading book is the one of the cultural heritage which we have to tell our children., 
58,読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,Reading a book ,0,Reading a book , 
59,ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It would be dangerous to drink two bottles of whiskey and drive a car.,It is very dengerous driving car after drinking 2 bottles vwisky.,0,It is a very dangerous driving car after drinking 2 bottles of whisky., 
59,ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It would be dangerous to drink two bottles of whiskey and drive a car.,It is dangerous to drive a car after you drink two bottles of whiskey.,111,It is dangerous to drive a car after you drink two bottles of whiskey., 
59,ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It would be dangerous to drink two bottles of whiskey and drive a car.,It is dangerous to drive a car after drinking two bottles of whisky.,111,It is dangerous to drive a car after drinking two bottles of whisky., 
59,ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It would be dangerous to drink two bottles of whiskey and drive a car.,It is degerous to drive the car after drinking two bottles of the whiskey.,10,It is dangerous to drive the car after drinking two bottles of whiskey., 
59,ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It would be dangerous to drink two bottles of whiskey and drive a car.,It is danger to drive a car opening two wiskey bottles.,10,It is a danger to drive a car opening two whiskey bottles., 
60,日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to a cram school to prepare for college entrance exams.,Most Japanese high school students go to cram schools to prepare for college entrance exams.,111,Most Japanese high school students go to cram schools to prepare for college entrance exams., 
60,日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to a cram school to prepare for college entrance exams.,Most of high school students in Japan go to Juku to prepare for entrance exam.,0,Most high school students in Japan go to Juku to prepare for the entrance exam., 
60,日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to a cram school to prepare for college entrance exams.,Many Japanese highschool students go to cram school to prepare for university entrance exams.,111,Many Japanese high school students go to cram school to prepare for university entrance exams., 
60,日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to a cram school to prepare for college entrance exams.,"Most Japanese high school students, they go to cram school to prepare for college entrance exam.",111,"Most Japanese high school students, go to cram school to prepare for the college entrance exam.", 
60,日本の高校生の大半が、大学入試に備えるために塾に行く。,Most Japanese high school students go to a cram school to prepare for college entrance exams.,Most Japanese high school students go to cram schools to prepare for the university entrance exams.,111,Most Japanese high school students go to cram schools to prepare for the university entrance exams., 
61,列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,An elderly woman sitting next to me on the train asked me where I was going.,"I was asked next grandmother,""Where are you going to?"" on the train.",111,"I was asked next grandmother, ""Where are you going to?"" on the train.", 
61,列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,An elderly woman sitting next to me on the train asked me where I was going.,I was asked by a elderly woman sitting next seat in the train where I was going to.,0,I was asked by an elderly woman sitting next seat on the train where I was going., 
61,列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,An elderly woman sitting next to me on the train asked me where I was going.,"An old woman sitting next to me in a train, she asked me how far will yo go?",010,"An old woman sitting next to me on a train, asked me how far will you go?", 
61,列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,An elderly woman sitting next to me on the train asked me where I was going.,I was asked where did you go by the old woman who sat down aside me.,111,I was asked where did you go by the old woman who sat down aside me., 
61,列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,An elderly woman sitting next to me on the train asked me where I was going.,"I was asked a old mother who I was sitted side by side a train,she said where do you going?",0,"I was asked an old mother who I was sitting side by side a train, she said where do you going?", 
62,大地震がいつどこで起こるのかは予測不可能だ。,It is impossible to predict where and when there will be a major earthquake.,It is noimpposibe to make big earthquork.,0,It is noimpposibe to make a big earthquake., 
62,大地震がいつどこで起こるのかは予測不可能だ。,It is impossible to predict where and when there will be a major earthquake.,It is unexpected that in where big earthquakes occur,1,It is unexpected that where big earthquakes occur, 
62,大地震がいつどこで起こるのかは予測不可能だ。,It is impossible to predict where and when there will be a major earthquake.,We don't know when and where the big earthquake will occur. ,101,We don't know when and where the big earthquake will occur. , 
62,大地震がいつどこで起こるのかは予測不可能だ。,It is impossible to predict where and when there will be a major earthquake.,It is not predicable when or where the earthquake occurs. ,110,It is not predictable when or where the earthquake occurs. , 
62,大地震がいつどこで起こるのかは予測不可能だ。,It is impossible to predict where and when there will be a major earthquake.,It is not expect to cause a huge earthquick.,0,It is not expected to cause a huge earthquake., 
63,トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom insisted that everythig would be all right, but I couldn't help feeling worried.",I was worried about that even Tom has made job.,0,I was worried that even Tom has made a job., 
63,トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom insisted that everythig would be all right, but I couldn't help feeling worried.","Tom said that everything would be all right,but I was so nervous.",111,"Tom said that everything would be all right, but I was so nervous.", 
63,トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom insisted that everythig would be all right, but I couldn't help feeling worried.","Tom said that he has confidence that everthing goes well, but I was worried so much.",111,"Tom said that he has confidence that everything goes well, but I was worried so much.", 
63,トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom insisted that everythig would be all right, but I couldn't help feeling worried.",Tomeverything will go well but I worried about that too much.,111,Tom everything will go well but I worried about that too much., 
63,トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Tom insisted that everythig would be all right, but I couldn't help feeling worried.","Even though Tom said there was no problem, I was very concerned.",101,"Even though Tom said there was no problem, I was very concerned.", 
64,僕の発言が彼女を傷つけるなんで思いもしなかった。,It never occurred to me that my remark might hurt her feelings.,"I had no idea,what I said hurt her.",1,"I had no idea, what I said hurt her.",
64,僕の発言が彼女を傷つけるなんで思いもしなかった。,It never occurred to me that my remark might hurt her feelings.,I don't expected I hurt her with my comment .,11,I don't expect I hurt her with my comment., 
64,僕の発言が彼女を傷つけるなんで思いもしなかった。,It never occurred to me that my remark might hurt her feelings.,I didn't even think that what I said hurts her feeling.,10,I didn't even think that what I said hurt her feeling., 
64,僕の発言が彼女を傷つけるなんで思いもしなかった。,It never occurred to me that my remark might hurt her feelings.,I didn't expect my comment might hurt her.,111,I didn't expect my comment might hurt her., 
64,僕の発言が彼女を傷つけるなんで思いもしなかった。,It never occurred to me that my remark might hurt her feelings.,I never expected that my words hurt her.,111,I never expected that my words hurt her., 
65,大学を卒業したら海外で仕事を探すことに決めている。,I've decided to look for a job abroad when I graduate from college.,I have decided to srech for job in abroad after graduate to the Univercity.,10,I have decided to search for a job abroad after graduating from University., 
65,大学を卒業したら海外で仕事を探すことに決めている。,I've decided to look for a job abroad when I graduate from college.,I decided to look for a job abroad after I graduate from college.,111,I decided to look for a job abroad after I graduate from college., 
65,大学を卒業したら海外で仕事を探すことに決めている。,I've decided to look for a job abroad when I graduate from college.,I dicided when I graduate universityI will find a job overseas. ,10,I decided when I graduate from universityI will find a job overseas. , 
65,大学を卒業したら海外で仕事を探すことに決めている。,I've decided to look for a job abroad when I graduate from college.,"When I graduate university,I will look for a job abroad.",11,"When I graduate from university, I will look for a job abroad.", 
65,大学を卒業したら海外で仕事を探すことに決めている。,I've decided to look for a job abroad when I graduate from college.,I decide to find a job when I will guraduate college.,0,I decided to find a job when I will graduate college., 
66,10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was a teenager, I lived in Canada for three years because of my father's job.",111,"When I was a teenager, I lived in Canada for three years because of my father's job.", 
66,10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,I lived in Canada for three years when I was in my teens because my father was transferred there.,I have lived in Canada in teenager because of my father's work.,1,I have lived in Canada as a teenager because of my father's work., 
66,10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was teenager, I had lived in Canada for three years due to my father's work.",111,"When I was a teenager, I had lived in Canada for three years due to my father's work.", 
66,10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was a teenager, I had lived in Canada for three years with my father's job ",111,"When I was a teenager, I had lived in Canada for three years with my father's job ", 
66,10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was a teenager, I lived in Canada for three years because of my father's work.",111,"When I was a teenager, I lived in Canada for three years because of my father's work.", 
67,インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","Because of internet, sales of personal computer is increasing in this several years .",0,"Because of the internet, sales of a personal computer been increasing in this several years.", 
67,インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","In addition to the spread of the Internet, the sales of PC have been increaseing rapidly in the past few years.",111,"In addition to the spread of the Internet, the sales of PC have been increasing rapidly in the past few years.", 
67,インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","With the spread of the Internet, sales of computer have been increasing dramatically in the past few days.",11,"With the spread of the Internet, sales of computers have been increasing dramatically in the past few days.", 
67,インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","In recent years, with the spread of the internet, sales of personal computers have increased rapidly.",111,"In recent years, with the spread of the internet, sales of personal computers have increased rapidly.", 
67,インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","Latest years, sales of a computer suddenly incline by spending of internet.",1,"In the latest years, sales of a computer suddenly incline by the spending of internet.", 
68,今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find an empty seat.",111,"When I got on the train this morning, I couldn't find an empty seat.", 
68,今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find an empty seat.","When I take a train in this morning, I can't find vacant seat.",11,"When I take a train this morning, I can't find a vacant seat.", 
68,今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find an empty seat.","When I got on a train in this morning, I couldn't find an empty seat.",11,"When I got on a train this morning, I couldn't find an empty seat.", 
68,今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find an empty seat.","When I took the train this morning, I didn't find vacancy.",11,"When I took the train this morning, I didn't find a vacancy.", 
68,今朝電車に乗ったとき、空いた席が見つからなかった。,"When I got on the train this morning, I couldn't find an empty seat.","When I got on the train this morning, I couldn't find a vacant seat.",111,"When I got on the train this morning, I couldn't find a vacant seat.", 
69,今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"I'm not wearing glasses now, so I can't make out what the sign says.","I don't wear glasses now, so I don't understand what that sign says.",101,"I don't wear glasses now, so I don't understand what that sign says.", 
69,今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"I'm not wearing glasses now, so I can't make out what the sign says.",I can't understand the sign because I don't wear eyeglass.,100,I can't understand the sign because I don't wear eyeglasses., 
69,今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"I'm not wearing glasses now, so I can't make out what the sign says.","Because I don't have my glasses now, I don't know what the poster says.",0,"Because I don't have my glasses now, I don't know what the poster says.", 
69,今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"I'm not wearing glasses now, so I can't make out what the sign says.","As I don't wear glasses now, I can't read what's on the sign.",100,"As I don't wear glasses now, I can't read what's on the sign.", 
69,今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"I'm not wearing glasses now, so I can't make out what the sign says.","Now I'm not wearing my glasses,so I can not understand what the sign says.",010,"Now I'm not wearing my glasses, so I can not understand what the sign says.", 
70,人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,Humans learn to express what they think by the age of five or six.,"Humans have the ability to express what they think,by five years to six years.",111,"Humans have the ability to express what they think, by five years to six years.", 
70,人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,Humans learn to express what they think by the age of five or six.,They have ability to express what they think in their age of 5 or 6.,0,They have the ability to express what they think at the age of 5 or 6., 
70,人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,Humans learn to express what they think by the age of five or six.,All human-being acquires an ability to express what they think when 5 to 6 years old.,111,All human-being acquires the ability to express what they think when 5 to 6 years old., 
70,人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,Humans learn to express what they think by the age of five or six.,"Humans are around 5～6years old, they have the ability to express what they think.",111,"Humans are around 5～6years old, they have the ability to express what they think.", 
70,人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,Humans learn to express what they think by the age of five or six.,"By the age of 5-6, humans will have the ability to express what they think.",111,"By the age of 5-6, humans will have the ability to express what they think.", 
71,先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"Thanks to the map you drew me the other day, I managed to get here without getting lost.",I made itforyour drawingmap.,0,I made it for your drawing map. , 
71,先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"Thanks to the map you drew me the other day, I managed to get here without getting lost.","Thanks to the map written the other day, I was able to come here.",101,"Thanks to the map written the other day, I was able to come here.", 
71,先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"Thanks to the map you drew me the other day, I managed to get here without getting lost.","Thanks to the map you wrote the other day, I could come here without getting lost.",111,"Thanks to the map you wrote the other day, I could come here without getting lost.", 
71,先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"Thanks to the map you drew me the other day, I managed to get here without getting lost.","Thanks to the map that you drew the other day,I could come here without hesitation.",111,"Thanks to the map that you drew the other day, I could come here without hesitation.",
71,先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"Thanks to the map you drew me the other day, I managed to get here without getting lost.","I thanks to be drew a map,I could come here soon.",0,"I thanks to draw a map, I could come here soon.", 
72,ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,"Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.",I can't recognize Bob because of change when I met him in the class.,0,I can't recognize Bob because of the change when I met him in the class., 
72,ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,"Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.","Bob changed a lot, so I didn't recognize him when seeing him in the previous lesson.",111,"Bob changed a lot, so I didn't recognize him when seeing him in the previous lesson.", 
72,ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,"Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.","When I met Bob last class reunion, he changed a lot so I didn't recognize him .",101,"When I met Bob last class reunion, he changed a lot so I didn't recognize him.", 
72,ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,"Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.","Bob was so different ,I didn't realize him when I met him in the previous classroom.",101,"Bob was so different, I didn't realize him when I met him in the previous classroom.", 
72,ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,"Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.",I do not know Bob after classroom because he is very change.,0,I do not know Bob after classroom because he is very changing., 
73,昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.","I have studied mas until 4 o`clock,I am verry sllepy.",0,"I have studied mas until 4 o`clock, I am very sleepy.", 
73,昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.","I stayed up until 4 o'clock yesterday because I was busy preparing for math, so I'm very sleepy.",111,"I stayed up until 4 o'clock yesterday because I was busy preparing for math, so I'm very sleepy.", 
73,昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",I'm very sleepy because I stayed up until 4 o'clock to prepare math.,11,I'm very sleepy because I stayed up until 4 o'clock to prepare for math., 
73,昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.","As I prepared for the math class hard until 4 am, I'm very sleepy.",111,"As I prepared for the math class hard until 4 am, I'm very sleepy.", 
73,昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,"I stayed up till four last night preparing for the math lesson, so I feel very sleepy.",I'm very sleepy because I had woken until 4 AM to do pre-study of math yesterday.,111,I'm very sleepy because I had woken until 4 AM to do a pre-study of math yesterday., 
74,図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.",I have nothing now even I already read nobel book yeasterday from librally.,0,I have nothing now even I already read the Nobel book yesterday from the library., 
74,図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","I finished reading the novel I borrowed from the library yesterday, so I have nothing to do now.",111,"I finished reading the novel I borrowed from the library yesterday, so I have nothing to do now.", 
74,図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","As I finished reading a book borrowed from the libraly yesterday, I have nothing to do now.",111,"As I finished reading a book borrowed from the library yesterday, I have nothing to do now.", 
74,図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","I finished reading the novel when I rent yesterday, I have nothing to do now.",101,"I finished reading the novel when I rent yesterday, I have nothing to do now.", 
74,図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,"I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","I've finished reading the novel that I borrowed from the liblary, so I have no things to do.",110,"I've finished reading the novel that I borrowed from the library, so I have no things to do.", 
75,図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some students coming to the library act as if they are in a coffee shop.,"Some of the students to use the library,as if they were in the coffee shop.",11,Some of the students use the library as if they were in a coffee shop., 
75,図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some students coming to the library act as if they are in a coffee shop.,"There is a student who come to the library , behave in the coffee shop .",0,"There is a student who comes to the library, behaves in the coffee shop.", 
75,図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some students coming to the library act as if they are in a coffee shop.,"There are some students coming to library, who behave as if being in a cafe.",11,"There are some students coming to the library, who behave as if being in a cafe.", 
75,図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some students coming to the library act as if they are in a coffee shop.,Some students coming to the library act like as if they are in a caf?.,11,Some students coming to the library act as if they are in a caf?., 
75,図書館に来る学生の中には、まるで喫茶店にいるかのように振る舞う者がいる。,Some students coming to the library act as if they are in a coffee shop.,Some students who come to the library behave as like in tearoom.,11,Some students who come to the library behave like in a tearoom., 
76,子供の頃、もう少し家が広ければと思ったものでした。,"When I was a child, I often wished my house were a little larger.","When I was a child, I used to wish my house had been a little bigger.",111,"When I was a child, I used to wish my house had been a little bigger.", 
76,子供の頃、もう少し家が広ければと思ったものでした。,"When I was a child, I often wished my house were a little larger.",I wish I have a little wide house in childhood.,111,I wish I have a little wide house in childhood., 
76,子供の頃、もう少し家が広ければと思ったものでした。,"When I was a child, I often wished my house were a little larger.","At the age of my childhood, I thought that it would be better if my house was a little bigger one.",111,"At the age of my childhood, I thought that it would be better if my house was a little bigger one.", 
76,子供の頃、もう少し家が広ければと思ったものでした。,"When I was a child, I often wished my house were a little larger.","When I was a child, I would have wished that my house were more spacious.",1,"When I was a child, I would have wished that my house was more spacious.", 
76,子供の頃、もう少し家が広ければと思ったものでした。,"When I was a child, I often wished my house were a little larger.","When I was a child, I often thought that if my house was big a little.",111,"When I was a child, I often thought that if my house was big a little.", 
77,洪水や地震などの被災者を手助けするボランティアとして活動したい。,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",I want joying helping victims as vollunter.,0,I want joying helping victims as a volunteer., 
77,洪水や地震などの被災者を手助けするボランティアとして活動したい。,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.","I would like to do a volunteer for supporting people who are suffering from natural disaster, such as high tide or earthquake.",0,"I would like to do a volunteer for supporting people who are suffering from natural disasters, such as high tides or earthquakes.", 
77,洪水や地震などの被災者を手助けするボランティアとして活動したい。,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",I want to act to help peopleand earthquake.,0,I want to act to help people and earthquakes., 
77,洪水や地震などの被災者を手助けするボランティアとして活動したい。,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",I would like to work as a volunteer to help victims of floods and earthquakes.,111,I would like to work as a volunteer to help victims of floods and earthquakes., 
77,洪水や地震などの被災者を手助けするボランティアとして活動したい。,"I'd like to work as a volunteer helping victims of natural disasters, such as floods or earthquakes.",I want to be bolantere helping ,0,I want to be volunteer helping , 
78,トムは素晴らしいドラムを持っていますが、誰にも使わせません。,"Tom has nice drums, and he never lets anyone else play them.","Though Tom has good drums , he doesn't allow to use others. ",0,"Though Tom has good drums, he doesn't allow to use others. ", 
78,トムは素晴らしいドラムを持っていますが、誰にも使わせません。,"Tom has nice drums, and he never lets anyone else play them.","Tom has a great drum, but he doesn't want anyone to use it.",101,"Tom has a great drum, but he doesn't want anyone to use it.", 
78,トムは素晴らしいドラムを持っていますが、誰にも使わせません。,"Tom has nice drums, and he never lets anyone else play them.",Tom has an excellent drum but he doesn't allow anyone to use it.,111,Tom has an excellent drum but he doesn't allow anyone to use it., 
78,トムは素晴らしいドラムを持っていますが、誰にも使わせません。,"Tom has nice drums, and he never lets anyone else play them.",Tom has fine drams but he does not allow anyone to use it.,11,Tom has fine drams but he does not allow anyone to use them., 
78,トムは素晴らしいドラムを持っていますが、誰にも使わせません。,"Tom has nice drums, and he never lets anyone else play them.",Tom have a excerent drum but he don't use anyone.,10,Tom has an excellent drum but he doesn't use anyone., 
79,最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first I thought Tom was joking, but later I realized he was serious.","I thought Tom said joking,after that he was thlious.",0,"I thought Tom said joking, after that he was thlious.", 
79,最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first I thought Tom was joking, but later I realized he was serious.","At first I thought Tom told a joke, but later I found out he was serious.",111,"At first, I thought Tom told a joke, but later I found out he was serious.", 
79,最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first I thought Tom was joking, but later I realized he was serious.","At first, I thoght Tom said joke, but later I realized he was serious.",110,"At first, I thought Tom said joke, but later I realized he was serious.", 
79,最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first I thought Tom was joking, but later I realized he was serious.","At first I thought that he was joking, but I later I realized he was serious.",111,"At first, I thought that he was joking, but later I realized he was serious.", 
79,最初トムは冗談を言っていると思ったが、後で本気だとわかった。,"At first I thought Tom was joking, but later I realized he was serious.","Firstly I supposed Tom said joke, but after that I found out he was serious.",1,"Firstly I supposed Tom said a joke, but after that, I found out he was serious.", 
80,この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday I tried making some Italian food for the first time, and it was delicious. ","I had tyring to make Itary first time this Sunday,I could make dellisiou.",0,"I had to tire to make Italy first time this Sunday, I could make delicious.", 
80,この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday I tried making some Italian food for the first time, and it was delicious. ","Last Sunday, I tried to cook Italian food for the first time in my life and it was very delicious.",111,"Last Sunday, I tried to cook Italian food for the first time in my life and it was very delicious.", 
80,この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday I tried making some Italian food for the first time, and it was delicious. ","Last sunday, I tried to cook Italian food for the first time in my life and I succeeded. ",0,"Last Sunday, I tried to cook Italian food for the first time in my life and I succeeded. ", 
80,この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday I tried making some Italian food for the first time, and it was delicious. ","Last Sunday, I tried to cook Italian even for the first time though, those were quite tasty. ",111,"Last Sunday, I tried to cook Italian even for the first time though, those were quite tasty. ", 
80,この前の日曜日、生まれて初めてイタリア料理に挑戦してみましたが、とってもおいしいものができました。,"Last Sunday I tried making some Italian food for the first time, and it was delicious. ","Last Sunndy, I tried to cook italian and it was the first time for me. It was very delisious.",0,"Last Sunday, I tried to cook Italian and it was the first time for me. It was very delicious.", 
81,私はアンに遅刻したことを誤ったが、許してはくれなかった。,"I apologized to Ann for being late, but she didn't forgive me.","I said to sorry to late to An,thought She was upset.",0,"I said sorry too late to An, thought She was upset.", 
81,私はアンに遅刻したことを誤ったが、許してはくれなかった。,"I apologized to Ann for being late, but she didn't forgive me.","I apologized to Ann for being late, but she wouldn't forgive me.",111,"I apologized to Ann for being late, but she wouldn't forgive me.", 
81,私はアンに遅刻したことを誤ったが、許してはくれなかった。,"I apologized to Ann for being late, but she didn't forgive me.","Although I apologized to Ann about being late, she didn't forgive me.",11,"Although I apologized to Ann for being late, she didn't forgive me.", 
81,私はアンに遅刻したことを誤ったが、許してはくれなかった。,"I apologized to Ann for being late, but she didn't forgive me.","I made an appologies for being late to Anne, but she didn't forgive me.",110,"I made an apology for being late to Anne, but she didn't forgive me.", 
81,私はアンに遅刻したことを誤ったが、許してはくれなかった。,"I apologized to Ann for being late, but she didn't forgive me.",Anne did not allow me even though I appologized my delay.,0,Anne did not allow me even though I apologized for my delay., 
82,毎日、家事がとても忙しく、映画を観に行く暇がない。,I'm so busy doing the housework every day that I have no time to see a movie.,"Every day,I have no time to go to the movies because I am so busy to do household chores. ",0,"Every day, I have no time to go to the movies because I am so busy doing household chores. ", 
82,毎日、家事がとても忙しく、映画を観に行く暇がない。,I'm so busy doing the housework every day that I have no time to see a movie.,I don't have time to watch movie because I'm busy housework every day,111,I don't have time to watch the movie because I'm busy with housework every day, 
82,毎日、家事がとても忙しく、映画を観に行く暇がない。,I'm so busy doing the housework every day that I have no time to see a movie.,I am so busy with house work everyday that I don't have the chance to go to the movies.,110,I am so busy with housework every day that I don't have the chance to go to the movies., 
82,毎日、家事がとても忙しく、映画を観に行く暇がない。,I'm so busy doing the housework every day that I have no time to see a movie.,"As I'm tied up with housechores everyday, I don't have time to go to see the movies.",100,"As I'm tied up with house chores every day, I don't have time to go to see the movies.", 
82,毎日、家事がとても忙しく、映画を観に行く暇がない。,I'm so busy doing the housework every day that I have no time to see a movie.,There is no time to go to the theather because I'm very busy to work in my home. ,0,There is no time to go to the theater because I'm very busy working in my home. , 
83,この木の机は重いので私一人では二階まで運べない。,This wooden desk is too heavy for me to carry upstairs alone.,This wood desk is too heavy to move to upstair by myself.,110,This wood desk is too heavy to move upstairs by myself., 
