出題文,学習者,英語答え,翻訳,ラベル
このバイクは、イギリスでは日本のおよそ二倍の値段です。,This motorcycle cost in the UK is approximately twice as expensive as buying in Japan.,This motorbike is about twice as expensive in the U.K as in Japan.,These bikes cost about twice as much in the UK as they do in Japan.,0
このバイクは、イギリスでは日本のおよそ二倍の値段です。,This bike is about twice as expensive in the UK as in Japan.,This motorbike is about twice as expensive in the U.K as in Japan.,These bikes cost about twice as much in the UK as they do in Japan.,0
本を読む量が減ったからといって、今の若者の知的欲求が少なくなったということにはならない。,"Even if the number of reading books decreased, it couldn't prove that the younger generation lost their wants towards wisdom.","Just because young people today read less than they used to, it doesn't always follow that they are less eager to learn.",The fact that fewer books are being read does not mean that today's young people have less intellectual appetite.,1
率直に言って、私が昨日受けた入学試験は思ってたよりもはるかに難しい。,"Frankly speaking, the exam I took yesterday was much more difficult than T thought.","Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.","Frankly, the admissions test I took yesterday was much harder than I thought it would be.",1
率直に言って、私が昨日受けた入学試験は思ってたよりもはるかに難しい。,"To be frank, the entrance exam I took yesterday was far more difficult than I had thought.","Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.","Frankly, the admissions test I took yesterday was much harder than I thought it would be.",0
率直に言って、私が昨日受けた入学試験は思ってたよりもはるかに難しい。,"Honestly, the entrance exam I took yesterday is much harder than I expected.","Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.","Frankly, the admissions test I took yesterday was much harder than I thought it would be.",0
率直に言って、私が昨日受けた入学試験は思ってたよりもはるかに難しい。,"Frankly speaking, It was more difficult than I think to do the admission exam yesterday","Frankly speaking, the entrance exams I took yesterday were far more difficult than I had expected.","Frankly, the admissions test I took yesterday was much harder than I thought it would be.",1
世界には食料が有り余っている国もあれば、何万人もの子供が餓死している国もある。,"In some countries, there is extra food, in others, tens of thousands of children suffer from starving and die.","In some countries people have too much food, while in others tens of thousands of children are starving.","In some countries in the world there is a surplus of food, while in others tens of thousands of children are starving to death.",1
世界には食料が有り余っている国もあれば、何万人もの子供が餓死している国もある。,"Some countries have plenty of food, and some countries have thousands of famine children to die.","In some countries people have too much food, while in others tens of thousands of children are starving.","In some countries in the world there is a surplus of food, while in others tens of thousands of children are starving to death.",0
世界には食料が有り余っている国もあれば、何万人もの子供が餓死している国もある。,"In the world, there is the country that has enough food, on the other hand, there is the country where several ten thousand children died from poor food.","In some countries people have too much food, while in others tens of thousands of children are starving.","In some countries in the world there is a surplus of food, while in others tens of thousands of children are starving to death.",1
いくら運動しても、カロリーを計算していないと減量は無理だよ。,"No matter how much you do exercise, you can't lose weight unless you calculate calories.","However much exercise you get, you won't lose weight unless you count your calories.","No matter how much you exercise, you can't lose weight if you're not counting calories.",1
日本人の観光客の中には、非常識にも多額の現金をズボンの後ろのポケットに入れて持ち歩く者がいる。,There are Japanese tourists who don't have common sense putting their wallets with a bunch of money in the back pocket of their trousers.,Some Japanese tourists lack common sense and carry a lot of cash in their backpockets.,Some Japanese tourists insanely carry large amounts of cash in the back pockets of their pants.,1
健康を維持する秘訣は、バランスのとれた食事をし定期的に運動することです。,The secrets to keeping healthy are eating well-balanced food and exercising periodically. ,"In order to stay healthy, you should have a balanced diet and get regular exercise.",The secret to maintaining good health is to eat a balanced diet and exercise regularly.,1
健康を維持する秘訣は、バランスのとれた食事をし定期的に運動することです。,The key point to staying healthy is to eat a balanced meal and exercise regularly.,"In order to stay healthy, you should have a balanced diet and get regular exercise.",The secret to maintaining good health is to eat a balanced diet and exercise regularly.,1
健康を維持する秘訣は、バランスのとれた食事をし定期的に運動することです。,The secret to keeping healthy is to eat a balanced diet and to exercise regularly. ,"In order to stay healthy, you should have a balanced diet and get regular exercise.",The secret to maintaining good health is to eat a balanced diet and exercise regularly.,1
健康を維持する秘訣は、バランスのとれた食事をし定期的に運動することです。,The key to keeping healthy is to eat a balanced meal and exercise regularly.,"In order to stay healthy, you should have a balanced diet and get regular exercise.",The secret to maintaining good health is to eat a balanced diet and exercise regularly.,1
外国に行って初めて、日本の大都市のネオンの多さに気づく。,We hardly notice that there are many neon signs in Japanese large city areas before going to foreign countries.,It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,It is only when you go abroad that you realize how many neon lights there are in Japan's big cities.,0
外国に行って初めて、日本の大都市のネオンの多さに気づく。,"For the first time when I go abroad, I notice that the big cities of Japan have many neon lights.",It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,It is only when you go abroad that you realize how many neon lights there are in Japan's big cities.,0
外国に行って初めて、日本の大都市のネオンの多さに気づく。,"To first go abroad, it notices a lot of neon primary city of japan.",It is not until you go abroad that you realize how many neon lighs there are in big Japanese cities.,It is only when you go abroad that you realize how many neon lights there are in Japan's big cities.,0
英語を話せさえすれば国際人になれると勘違いしている日本人が多いのは残念だ。,It's a pity that many Japanese misunderstand that they can become international as long as they can speak English.,It is a pity that many Japanese people mistakenly believe that they have only to speak English to be internationally-minded.,"It is unfortunate that many Japanese mistakenly believe that as long as they can speak English, they can become cosmopolitans.",1
英語を話せさえすれば国際人になれると勘違いしている日本人が多いのは残念だ。,"It is too bad that many Japanese people think that if they can speak English, they can become international people.",It is a pity that many Japanese people mistakenly believe that they have only to speak English to be internationally-minded.,"It is unfortunate that many Japanese mistakenly believe that as long as they can speak English, they can become cosmopolitans.",0
英語を話せさえすれば国際人になれると勘違いしている日本人が多いのは残念だ。,"Many Japanese people misunderstand that if only they speak English, they can be seen as an international figure.",It is a pity that many Japanese people mistakenly believe that they have only to speak English to be internationally-minded.,"It is unfortunate that many Japanese mistakenly believe that as long as they can speak English, they can become cosmopolitans.",1
英語を話せさえすれば国際人になれると勘違いしている日本人が多いのは残念だ。,"There are many Japanese people who misunderstand that they become international people, only if they are able to speak English.",It is a pity that many Japanese people mistakenly believe that they have only to speak English to be internationally-minded.,"It is unfortunate that many Japanese mistakenly believe that as long as they can speak English, they can become cosmopolitans.",0
日本の若者の10人のうち7人は、まったく無宗教だと言われる。,It is said that 7 out of 10 young people from Japan don't have religion.,It is said that seven out of ten young Japanse people don't believe in religion.,Seven out of ten young Japanese are said to have no religion at all.,1
日本の若者の10人のうち7人は、まったく無宗教だと言われる。,It is said that 7 young people in 10 totally don't have religious beliefs.,It is said that seven out of ten young Japanse people don't believe in religion.,Seven out of ten young Japanese are said to have no religion at all.,0
日本の若者の10人のうち7人は、まったく無宗教だと言われる。,It is said that seven in ten Japanese young people are non-religious.,It is said that seven out of ten young Japanse people don't believe in religion.,Seven out of ten young Japanese are said to have no religion at all.,0
彼女は地元で最も名声のある大学の一つに入学しました。,She enrolled at one of the most famous universities in her local area. ,She enrolled in one of the most prestigious colleges in her town.,She was admitted to one of the most prestigious universities in the area.,0
彼女は地元で最も名声のある大学の一つに入学しました。,She entered on of the most famous university in her hometown,She enrolled in one of the most prestigious colleges in her town.,She was admitted to one of the most prestigious universities in the area.,0
彼女は地元で最も名声のある大学の一つに入学しました。,She entered one of the most famous universities in her hometown. ,She enrolled in one of the most prestigious colleges in her town.,She was admitted to one of the most prestigious universities in the area.,0
私はそのクラブに所属しています。,I belong to the club.,I belong to the club.,I belong to that club.,0
私はそのクラブに所属しています。,I belong the club.,I belong to the club.,I belong to that club.,0
私はそのクラブに所属しています。,I belong to the club.,I belong to the club.,I belong to that club.,0
私はそのクラブに所属しています。,I belong to the club.,I belong to the club.,I belong to that club.,0
その国は経済の低迷で苦しむでしょう。,The country will undergo the economical downturn.,The country will suffer from an economic downturn.,That country will suffer from a sluggish economy.,0
その国は経済の低迷で苦しむでしょう。,The country will suffer from the economical recession.,The country will suffer from an economic downturn.,That country will suffer from a sluggish economy.,0
その国は経済の低迷で苦しむでしょう。,The country would suffer from economic depression.,The country will suffer from an economic downturn.,That country will suffer from a sluggish economy.,0
他人の前で話をすることは多くのスキルを必要とします。,Speaking in front of other people needs a lot of skills.,Speaking in front of others requires a lot of skills.,Speaking in front of others requires many skills.,0
他人の前で話をすることは多くのスキルを必要とします。,We need a lot of skills to speak in public.,Speaking in front of others requires a lot of skills.,Speaking in front of others requires many skills.,0
他人の前で話をすることは多くのスキルを必要とします。,I need a lot of skills to speak in front of others.,Speaking in front of others requires a lot of skills.,Speaking in front of others requires many skills.,0
多くの親は、よりよい学校教育を受けるために海外に子供たちを留学させます。,Lots of parents have their children study abroad so they benefit from better education.,Many parents sent their children overseas for better schooling.,Many parents send their children abroad for better schooling.,1
多くの親は、よりよい学校教育を受けるために海外に子供たちを留学させます。,Many parents makes their children go to study abroad because they can take a good education there.,Many parents sent their children overseas for better schooling.,Many parents send their children abroad for better schooling.,1
多くの親は、よりよい学校教育を受けるために海外に子供たちを留学させます。,Many parents send their children abroad so that they can get better education.,Many parents sent their children overseas for better schooling.,Many parents send their children abroad for better schooling.,1
多くの親は、よりよい学校教育を受けるために海外に子供たちを留学させます。,Many parents make their children study abroad for better education.,Many parents sent their children overseas for better schooling.,Many parents send their children abroad for better schooling.,1
政府は来春、選挙を実施する予定です。,"Next spring,government will do election.",The government will be holding an election next spring.,The government plans to hold elections next spring.,0
政府は来春、選挙を実施する予定です。,The government is planning the vote next spring.,The government will be holding an election next spring.,The government plans to hold elections next spring.,1
政府は来春、選挙を実施する予定です。,The government plans the vote next spring.,The government will be holding an election next spring.,The government plans to hold elections next spring.,1
政府は来春、選挙を実施する予定です。,The government is going to held election next spring.,The government will be holding an election next spring.,The government plans to hold elections next spring.,0
政府は来春、選挙を実施する予定です。,The government plans to do a election next spring.,The government will be holding an election next spring.,The government plans to hold elections next spring.,1
野菜や果物は健康によいので、人々はこれらの食べ物をもっと食べるべきです。,You ought to eat more vegetables and fruits since they are good for your health.,People should eat more fruit and vegetables because these foods are healty.,Vegetables and fruits are healthy and people should eat more of these foods.,1
野菜や果物は健康によいので、人々はこれらの食べ物をもっと食べるべきです。,"Vegetables and fruits are good for health, so people should eat them more than before.",People should eat more fruit and vegetables because these foods are healty.,Vegetables and fruits are healthy and people should eat more of these foods.,1
野菜や果物は健康によいので、人々はこれらの食べ物をもっと食べるべきです。,"Vegetables and fruits are good for our health,so people should eat these more.",People should eat more fruit and vegetables because these foods are healty.,Vegetables and fruits are healthy and people should eat more of these foods.,1
野菜や果物は健康によいので、人々はこれらの食べ物をもっと食べるべきです。,People should eat more vegetables and fruits because they are good for their health.,People should eat more fruit and vegetables because these foods are healty.,Vegetables and fruits are healthy and people should eat more of these foods.,0
今日は雨だったので、ジムには行きませんでした。,"Today was rain,so I dind't go the gym.","Since it wa rainy today,I did not go to the gym.","It was raining today, so I did not go to the gym.",1
今日は雨だったので、ジムには行きませんでした。,I didn't go to the gym because of rain today.,"Since it wa rainy today,I did not go to the gym.","It was raining today, so I did not go to the gym.",0
今日は雨だったので、ジムには行きませんでした。,I didn't go to the gym because it was rainy today.,"Since it wa rainy today,I did not go to the gym.","It was raining today, so I did not go to the gym.",0
今日は雨だったので、ジムには行きませんでした。,It was raining so I didn't go to the gym today.,"Since it wa rainy today,I did not go to the gym.","It was raining today, so I did not go to the gym.",1
今日は雨だったので、ジムには行きませんでした。,I did not go to the gym because it was raining today.,"Since it wa rainy today,I did not go to the gym.","It was raining today, so I did not go to the gym.",1
都市が過密になっている理由は、給料のよい仕事がたくさんあるからです。,Big cities are too crowded because people can find many well-paid jobs there.,The reason why cities are overcrowded is that there are many well-paying jobs.,The reason cities are overcrowded is because there are so many good-paying jobs available.,1
都市が過密になっている理由は、給料のよい仕事がたくさんあるからです。,The reason why the city is crowded is there are a lot of good paying jobs.,The reason why cities are overcrowded is that there are many well-paying jobs.,The reason cities are overcrowded is because there are so many good-paying jobs available.,0
医療の向上のおかげで、多くの国で平均寿命が高くなりました。,"Because of Improving medical technology, life expectancy has increased in a lot of countries.","Thanks to medical advances,the average life expectancy has increased in many countries.","Thanks to improvements in medical care, life expectancy is higher in many countries.",1
娯楽目的の大麻を合法化する国が増えてきました。,More countries have made it legal to use cannabis for fun.,An increasing number of countries have legalized marijuna for recreational use.,More and more countries are legalizing marijuana for recreational purposes.,0
お客様が安心できるように、多くのレストランが衛生対策を導入してきました。,A lot of restaurants introduce hygiene measures for peace of minding their customers.,Many restaurants have introduced hygiene measures in order to customers to feel safe.,Many restaurants have introduced sanitation measures to ensure the safety of their customers.,0
将来の就職の選択肢が増えるように、学生はさまざまな分野に興味を持っておくべきです。,Students should have interest in various fields so that they will have more career choices. ,Students should take an interest in various fields so that they can have more career options in the feature.,Students should be interested in a variety of fields so that they have more options for future employment.,0
将来の就職の選択肢が増えるように、学生はさまざまな分野に興味を持っておくべきです。,Students should have interests in various fields to increase their choices of future jobs.,Students should take an interest in various fields so that they can have more career options in the feature.,Students should be interested in a variety of fields so that they have more options for future employment.,0
将来の就職の選択肢が増えるように、学生はさまざまな分野に興味を持っておくべきです。,Students need to have interest in various fields for more career choices in the future. ,Students should take an interest in various fields so that they can have more career options in the feature.,Students should be interested in a variety of fields so that they have more options for future employment.,0
不健康な食事と運動不足のために、肥満の人が増えてきています。,The number of obese people has been increasing due to luck of exercise and unhealthy diet.,An increasing number of people are becoming overweught because eat unhealty foods and spend to little time on exercise.,"Due to unhealthy diets and lack of exercise, more and more people are becoming obese.",0
不健康な食事と運動不足のために、肥満の人が増えてきています。,"Because of the unhealthy meal and lack of exercises, many people become obesity.",An increasing number of people are becoming overweught because eat unhealty foods and spend to little time on exercise.,"Due to unhealthy diets and lack of exercise, more and more people are becoming obese.",1
不健康な食事と運動不足のために、肥満の人が増えてきています。,More and more people have been obese owing to unhealthy diet and less exercise.,An increasing number of people are becoming overweught because eat unhealty foods and spend to little time on exercise.,"Due to unhealthy diets and lack of exercise, more and more people are becoming obese.",1
不健康な食事と運動不足のために、肥満の人が増えてきています。,Unhealthy diet and less exercise have made more people fat.,An increasing number of people are becoming overweught because eat unhealty foods and spend to little time on exercise.,"Due to unhealthy diets and lack of exercise, more and more people are becoming obese.",1
最近の子供はたちは、栄養の偏りがひどいです。,"Recently, children has severely unbalanced nutrition.",Children these days have a nutritionally unbalanced diet.,Children these days are severely malnourished.,0
最近の若者の犯罪の増加の傾向は、社会にとっての重大な関心事です。,The number of crimes by youngsters has been increasing and it is a serious concern in the society.,The recent increase in the number of crimes commited by young adults is a serious concern for society.,The recent trend of increasing crime among young people is of grave concern to society.,0
最近の若者の犯罪の増加の傾向は、社会にとっての重大な関心事です。,"The crimes by young people have increased recently, which is a serious concern in the society.",The recent increase in the number of crimes commited by young adults is a serious concern for society.,The recent trend of increasing crime among young people is of grave concern to society.,0
学生は、しばしば自分の国の古い神話を学びます。,Students often learn old myths of their country.,Students often study ancient myths from their own culuture.,Students often learn old myths about their country.,1
学生は、しばしば自分の国の古い神話を学びます。,Students often learn the old myths of their own country.,Students often study ancient myths from their own culuture.,Students often learn old myths about their country.,1
自動車事故が原因でその男性は亡くなりました。,The man died because of the traffic accident.,The man was killed in a car accident.,The man died as a result of an automobile accident.,1
自動車事故が原因でその男性は亡くなりました。,The man was killed in a traffic accident.,The man was killed in a car accident.,The man died as a result of an automobile accident.,0
自動車事故が原因でその男性は亡くなりました。,The man was died because of the car accident.,The man was killed in a car accident.,The man died as a result of an automobile accident.,1
自動車事故が原因でその男性は亡くなりました。,The man died because of the car accident.,The man was killed in a car accident.,The man died as a result of an automobile accident.,1
自動車事故が原因でその男性は亡くなりました。,The man was killed by the traffic accident.,The man was killed in a car accident.,The man died as a result of an automobile accident.,0
政府は、その道路の制限速度を低くするべきです。,The government should lower the speed limit on the road.,The government should make the speed limit on the road lower.,The government should lower the speed limit on those roads.,0
政府は、その道路の制限速度を低くするべきです。,The speed limit on the road should be lowered by the government.,The government should make the speed limit on the road lower.,The government should lower the speed limit on those roads.,0
インフルエンザの季節には人込みに行くべきではありません。,You should not be in crowded in flu epidemic season.,people should not go into crowded places during the flu season.,You should not go to crowded places during flu season.,0
インフルエンザの季節には人込みに行くべきではありません。,We shouldn’t go to the crowded place when the season of flu.,people should not go into crowded places during the flu season.,You should not go to crowded places during flu season.,0
もしこの状況が続くならば、経済は悪くなるでしょう。,"If this situation continues, the economy will get worse.",The economy will worsen if this situation continues.,"If this situation continues, the economy will be worse off.",1
もしこの状況が続くならば、経済は悪くなるでしょう。,"If this situation continues, the economy will be worse.",The economy will worsen if this situation continues.,"If this situation continues, the economy will be worse off.",1
もしこの状況が続くならば、経済は悪くなるでしょう。,"If this situation goes on, the economic condition would get worse.",The economy will worsen if this situation continues.,"If this situation continues, the economy will be worse off.",1
もしこの状況が続くならば、経済は悪くなるでしょう。,"If this situation continues, the economy will get worse.",The economy will worsen if this situation continues.,"If this situation continues, the economy will be worse off.",1
もしこの状況が続くならば、経済は悪くなるでしょう。,"If this situation continue,the economy will be bad.",The economy will worsen if this situation continues.,"If this situation continues, the economy will be worse off.",1
卒業後に一度故郷を離れると、故郷に戻る可能性は低いものです。,"Once they leave their hometown after graduation, they rarely come back.","Once people have their hometown after finishing school,they are unlikely to return.","Once you leave your hometown after graduation, it is unlikely that you will return to it.",0
卒業後に一度故郷を離れると、故郷に戻る可能性は低いものです。,"Once you leave your hometown after graduation, it is unlikely that you will return there.","Once people have their hometown after finishing school,they are unlikely to return.","Once you leave your hometown after graduation, it is unlikely that you will return to it.",1
卒業後に一度故郷を離れると、故郷に戻る可能性は低いものです。,"Once we leave hometown after graduate, we rarely go back.","Once people have their hometown after finishing school,they are unlikely to return.","Once you leave your hometown after graduation, it is unlikely that you will return to it.",0
プラスチックの使用は私たちの生活を便利にしましたが、それと同時に環境に大きな影響を与えました。,"The use of plastic made our lives convenient, but at the same time it influenced the environment very much.","Although the use of plastics has made our lives convenient, it has also caused significant environmental damage.","The use of plastics has made our lives more convenient, but it has also had a significant impact on the environment.",1
科学者たちが絶え間なく努力しているにもかかわらず、毎年、何千もの種が絶滅しています。,"Though scientists have made efforts constantly, thousands of species have died out every year.","Even though scientists are making continuous efforts to prevent it, thousands of species are dying out every yaer.","Despite the constant efforts of scientists, thousands of species become extinct each year.",0
ぜいたく品に対する税金は増やされるべきである一方、生活必需品に対する税金は減らされるべきです。,The tax for indispensable things should be decreased while the tax for luxurious things should be increased.,"While taxes on luxury items should be raised,those on daily necessities should be reduced.",Taxes on luxuries should be increased while taxes on necessities should be decreased.,0
ぜいたく品に対する税金は増やされるべきである一方、生活必需品に対する税金は減らされるべきです。,"The tax of luxury things should increase, but the tax of the things for daily life should reduce.","While taxes on luxury items should be raised,those on daily necessities should be reduced.",Taxes on luxuries should be increased while taxes on necessities should be decreased.,0
ぜいたく品に対する税金は増やされるべきである一方、生活必需品に対する税金は減らされるべきです。,The tax for indispensable things should be reduced while the tax for luxurious things should be raised.,"While taxes on luxury items should be raised,those on daily necessities should be reduced.",Taxes on luxuries should be increased while taxes on necessities should be decreased.,0
ぜいたく品に対する税金は増やされるべきである一方、生活必需品に対する税金は減らされるべきです。,"The tax for luxury items should be increased. On the other hand, the tax for daily necessities should be decreased. ","While taxes on luxury items should be raised,those on daily necessities should be reduced.",Taxes on luxuries should be increased while taxes on necessities should be decreased.,0
そのスーパーで買ったりんごは値段が高かったです。,The apples I bought at the supermarket were expensive.,The apples sold at the supermarket were expensive.,The apples I bought at that supermarket were overpriced.,0
そのスーパーで買ったりんごは値段が高かったです。,The price of the apple I bought in the super market was high.,The apples sold at the supermarket were expensive.,The apples I bought at that supermarket were overpriced.,1
そのスーパーで買ったりんごは値段が高かったです。,The apples that I bought at the supermarket was expensive.,The apples sold at the supermarket were expensive.,The apples I bought at that supermarket were overpriced.,1
そのスーパーで買ったりんごは値段が高かったです。,The apples I bought at the supermarket were expensive.,The apples sold at the supermarket were expensive.,The apples I bought at that supermarket were overpriced.,0
昨日、昔私が働いていたレストランで食事をしました。,I had a meal at the restaurant where I used to work.,"Yesterday, I dined at the restaurant where I used to work.",Yesterday I had dinner at a restaurant where I used to work.,1
昨日、昔私が働いていたレストランで食事をしました。,Yesterday I had a meal at the restaurant I used to work at.,"Yesterday, I dined at the restaurant where I used to work.",Yesterday I had dinner at a restaurant where I used to work.,1
昨日、昔私が働いていたレストランで食事をしました。,Yesterday I had a meal at the restaurant I used to work at.,"Yesterday, I dined at the restaurant where I used to work.",Yesterday I had dinner at a restaurant where I used to work.,1
昨日、昔私が働いていたレストランで食事をしました。,"Yesterday, I ate meals in the restaurant where I worked.","Yesterday, I dined at the restaurant where I used to work.",Yesterday I had dinner at a restaurant where I used to work.,0
この日が私がたばこをやめた日です。,This day is the day I gave up smoking.,This was the day when I quit smoking.,This is the day I quit smoking cigarettes.,0
この日が私がたばこをやめた日です。,This is the day when I quit smoking.,This was the day when I quit smoking.,This is the day I quit smoking cigarettes.,0
この日が私がたばこをやめた日です。,This is the day when I stopped smoking.,This was the day when I quit smoking.,This is the day I quit smoking cigarettes.,0
もし宝くじにあたったら、彼らは一生懸命働かなくなるでしょう。,They will not work hard if they win the lottery.,"If people won the lottery, they would stop working hard.",If they win the lottery they will stop working so hard.,1
もし宝くじにあたったら、彼らは一生懸命働かなくなるでしょう。,"If they become the winner of a lottery, they will not work hard anymore.","If people won the lottery, they would stop working hard.",If they win the lottery they will stop working so hard.,1
もし宝くじにあたったら、彼らは一生懸命働かなくなるでしょう。,"If they won the lottery, they didn't work hard. ","If people won the lottery, they would stop working hard.",If they win the lottery they will stop working so hard.,1
もし宝くじにあたったら、彼らは一生懸命働かなくなるでしょう。,"If they win a lottery, they will no longer work hard.","If people won the lottery, they would stop working hard.",If they win the lottery they will stop working so hard.,1
報酬体系が改善したので、彼らはより一生懸命働く気持ちになりました。,"The payment system improved, which made them willing to work harder.","Because the pay system improved, they were willing to work harder.",They were willing to work harder because of the improved compensation structure.,0
報酬体系が改善したので、彼らはより一生懸命働く気持ちになりました。,"The payment system is better than before, they decided to work hard.","Because the pay system improved, they were willing to work harder.",They were willing to work harder because of the improved compensation structure.,0
報酬体系が改善したので、彼らはより一生懸命働く気持ちになりました。,"The payment system was improved, so they were encouraged to work harder.","Because the pay system improved, they were willing to work harder.",They were willing to work harder because of the improved compensation structure.,0
やる気さえあれば何事においても成功できる、ということを心に留めておきなさい。,"Keep it in mind that if you have motivation, you can succeed in everything.","Bear in mind that if you have enthusiasm, you can succeed in anything.",Keep in mind that you can succeed in anything as long as you are motivated.,0
健康でいたければ、毎食後の歯磨きを励行しなければなりません。,"If you want to stay health, you should blush your teeth every after meal.","If you want to stay healthy, you should brush your teeth after every meal.","If you want to stay healthy, you must brush your teeth after every meal.",0
健康でいたければ、毎食後の歯磨きを励行しなければなりません。,"If you want to be health, you must wash your teeth after meals.","If you want to stay healthy, you should brush your teeth after every meal.","If you want to stay healthy, you must brush your teeth after every meal.",1
健康でいたければ、毎食後の歯磨きを励行しなければなりません。,You must brush your teeth after every meal if you want to stay fit.,"If you want to stay healthy, you should brush your teeth after every meal.","If you want to stay healthy, you must brush your teeth after every meal.",1
昼ごはんを食べに会社を出たら、高校時代の友達にばったり出会った。,"Going out of the office for lunch, I happened to meet a friend from my high school days.","When I left the office for lunch,I ran into an old friend from high school.","When I left the office for lunch, I bumped into a friend from high school.",1
昼ごはんを食べに会社を出たら、高校時代の友達にばったり出会った。,"When I went out of the office for lunch, I came across a friend from my high school days.","When I left the office for lunch,I ran into an old friend from high school.","When I left the office for lunch, I bumped into a friend from high school.",1
昼ごはんを食べに会社を出たら、高校時代の友達にばったり出会った。,"When I went for lunch from my office, I met my friend of high school by chance.","When I left the office for lunch,I ran into an old friend from high school.","When I left the office for lunch, I bumped into a friend from high school.",1
人は誰でも生まれながらにして何らかの才能を持っているが、問題はそれを見つけられるかどうかだ。,"Every person has some kinds of talent, but the problem is whether he or she can find it.",Everyone is born with a talent. The question is whether they can find it or not.,"We are all born with some talent, but the question is whether we can find it.",1
人は誰でも生まれながらにして何らかの才能を持っているが、問題はそれを見つけられるかどうかだ。,"Everyone has a talent at something, but the problem is that they will find it or not.",Everyone is born with a talent. The question is whether they can find it or not.,"We are all born with some talent, but the question is whether we can find it.",1
混雑した電車で二人分の席を占領して平気な顔をしている人を見ると本当に腹が立つ。,I really get angry when I see a person who uses two seats and feel nothing about it in a crowded train.,People who don't feel guilty about occupying two seats on a crowded train really make me angry.,It really pisses me off when I see people occupying seats for two people on crowded trains and looking unconcerned.,0
混雑した電車で二人分の席を占領して平気な顔をしている人を見ると本当に腹が立つ。,"When I see someone using two seats and feeling nothing about it in a crowded train, I really get mad.",People who don't feel guilty about occupying two seats on a crowded train really make me angry.,It really pisses me off when I see people occupying seats for two people on crowded trains and looking unconcerned.,0
どこか魅力的なところがあるよね。,"There is something attractive in it, isn't there?",There is something about her that attracts me.,"There's something fascinating about it, isn't there?",1
どこか魅力的なところがあるよね。,There is something attracting point.,There is something about her that attracts me.,"There's something fascinating about it, isn't there?",1
どこか魅力的なところがあるよね。,"There is something charming about it, isn't there?",There is something about her that attracts me.,"There's something fascinating about it, isn't there?",1
すみませんが、郵便局までどう行ったらいいですか？,"Excuse me, but how can I get to the post office?",Excuse me. Could you tell me how to get to the post office?,"Excuse me, how do I get to the post office?",1
すみませんが、郵便局までどう行ったらいいですか？,"Excuse me, but how can I get to the post office?",Excuse me. Could you tell me how to get to the post office?,"Excuse me, how do I get to the post office?",1
すみませんが、郵便局までどう行ったらいいですか？,"Excuse me, how can I get to the post office?",Excuse me. Could you tell me how to get to the post office?,"Excuse me, how do I get to the post office?",1
すみませんが、郵便局までどう行ったらいいですか？,"Excuse me, please tell me how to go to a post office.",Excuse me. Could you tell me how to get to the post office?,"Excuse me, how do I get to the post office?",0
すみませんが、郵便局までどう行ったらいいですか？,"Excuse me, how can I get to the post office?",Excuse me. Could you tell me how to get to the post office?,"Excuse me, how do I get to the post office?",1
アメリカでは、自分で運転できる年齢に達するまで、子供はどこに行くにも親に車で送ってもらう。,"In the US, parents need to drive a car to send their children wherever they go, until their children become the age to get a driver’s license.","In the U.S., parents drive their children everywhere until they are old enough to get a driver's license.","In the United States, children are driven everywhere by their parents until they are old enough to drive themselves.",0
アメリカでは、自分で運転できる年齢に達するまで、子供はどこに行くにも親に車で送ってもらう。,"In America, parents send  a car for their children everywhere until children can drive cars.","In the U.S., parents drive their children everywhere until they are old enough to get a driver's license.","In the United States, children are driven everywhere by their parents until they are old enough to drive themselves.",0
日本では、女性の出産・育児の後は復職や昇進において不利になる。,Japanese women have difficulty in returning to their work or being promoted after they give birth and bring up their children.,"In Japan,women have difficulty getting promoted or returning to their jobs after giving birth and raising their children.","In Japan, women are at a disadvantage in returning to work or being promoted after childbirth or childcare.",0
都会の生活でたまったストレスや疲れをとるには、自然でのんびりするのが一番です。,To relax in nature is the best way to get rid of stress and fatigue from the urban life. ,"If city life gives you stress and fatigue, it is best to relax in the mountains or on beaches in order to relive them.",The best way to relieve the stress and fatigue of city life is to relax in nature.,1
都会の生活でたまったストレスや疲れをとるには、自然でのんびりするのが一番です。,Relaxing in nature is the best way to do away with stress and fatigue from the urban life. ,"If city life gives you stress and fatigue, it is best to relax in the mountains or on beaches in order to relive them.",The best way to relieve the stress and fatigue of city life is to relax in nature.,1
多くのものを犠牲にして、トムはついに宇宙飛行士になるという夢を実現した。,Tom finally realized his dream to be an astronaut at the cost of many things.,"Tom finally realized his dream of becoming an astronaut, but at the expense of many other things.","Sacrificing many things, Tom finally realized his dream of becoming an astronaut.",0
多くのものを犠牲にして、トムはついに宇宙飛行士になるという夢を実現した。,Tom finally managed to be an astronaut at the cost of many things.,"Tom finally realized his dream of becoming an astronaut, but at the expense of many other things.","Sacrificing many things, Tom finally realized his dream of becoming an astronaut.",0
