出題文,学習者,英語答え,翻訳,ラベル
人は誰でも生まれながらにして何らかの才能を持っているが、問題はそれを見つけられるかどうかだ。,"People have their own skills by nature,it is a problems to find the skills.",Everyone is born with a talent. The question is whether they can find it or not.,"We are all born with some talent, but the question is whether we can find it.",1
混雑した電車で二人分の席を占領して平気な顔をしている人を見ると本当に腹が立つ。,I get strong angry when I find the person who use seats for two in crowded train.,People who don't feel guilty about occupying two seats on a crowded train really make me angry.,It really pisses me off when I see people occupying seats for two people on crowded trains and looking unconcerned.,1
混雑した電車で二人分の席を占領して平気な顔をしている人を見ると本当に腹が立つ。,I'm really angry for a parson sitting using two seats.,People who don't feel guilty about occupying two seats on a crowded train really make me angry.,It really pisses me off when I see people occupying seats for two people on crowded trains and looking unconcerned.,0
混雑した電車で二人分の席を占領して平気な顔をしている人を見ると本当に腹が立つ。,I’m so angry to see people who sit down the seat of two in the crowded train.,People who don't feel guilty about occupying two seats on a crowded train really make me angry.,It really pisses me off when I see people occupying seats for two people on crowded trains and looking unconcerned.,0
どこか魅力的なところがあるよね。,"I don’t know what it is like, but you are charming.",There is something about her that attracts me.,"There's something fascinating about it, isn't there?",0
どこか魅力的なところがあるよね。,"Somehow, you are charming.",There is something about her that attracts me.,"There's something fascinating about it, isn't there?",0
アメリカでは、自分で運転できる年齢に達するまで、子供はどこに行くにも親に車で送ってもらう。,"In America, parents give a ride thier childreen until they can drive by themselves.","In the U.S., parents drive their children everywhere until they are old enough to get a driver's license.","In the United States, children are driven everywhere by their parents until they are old enough to drive themselves.",0
アメリカでは、自分で運転できる年齢に達するまで、子供はどこに行くにも親に車で送ってもらう。,"In America, children are given a drive by their parents wherever they go until they can drive by themselves.","In the U.S., parents drive their children everywhere until they are old enough to get a driver's license.","In the United States, children are driven everywhere by their parents until they are old enough to drive themselves.",0
アメリカでは、自分で運転できる年齢に達するまで、子供はどこに行くにも親に車で送ってもらう。,"In America, children have their parents drive them wherever they go until they are old enough to drive themselves.","In the U.S., parents drive their children everywhere until they are old enough to get a driver's license.","In the United States, children are driven everywhere by their parents until they are old enough to drive themselves.",1
日本では、女性の出産・育児の後は復職や昇進において不利になる。,"In Japan, regetting jobs and ascending are disadvantages for women who childbirth and childcare.","In Japan,women have difficulty getting promoted or returning to their jobs after giving birth and raising their children.","In Japan, women are at a disadvantage in returning to work or being promoted after childbirth or childcare.",1
日本では、女性の出産・育児の後は復職や昇進において不利になる。,It is difficult for women to return to their job or to be promoted after they give birth and raise their children.,"In Japan,women have difficulty getting promoted or returning to their jobs after giving birth and raising their children.","In Japan, women are at a disadvantage in returning to work or being promoted after childbirth or childcare.",0
日本では、女性の出産・育児の後は復職や昇進において不利になる。,"In Japan, having childlen and raising them is disadvantage for women to step up their career.","In Japan,women have difficulty getting promoted or returning to their jobs after giving birth and raising their children.","In Japan, women are at a disadvantage in returning to work or being promoted after childbirth or childcare.",1
日本では、女性の出産・育児の後は復職や昇進において不利になる。,"In Japan, it is not advantage for women to have a child.","In Japan,women have difficulty getting promoted or returning to their jobs after giving birth and raising their children.","In Japan, women are at a disadvantage in returning to work or being promoted after childbirth or childcare.",1
都会の生活でたまったストレスや疲れをとるには、自然でのんびりするのが一番です。,It’s the best way to take a rest in the nature to relieve our stress of the city life.,"If city life gives you stress and fatigue, it is best to relax in the mountains or on beaches in order to relive them.",The best way to relieve the stress and fatigue of city life is to relax in nature.,1
都会の生活でたまったストレスや疲れをとるには、自然でのんびりするのが一番です。,It is the best way to stay in nature in order to releve stress and fatigue in living of city.,"If city life gives you stress and fatigue, it is best to relax in the mountains or on beaches in order to relive them.",The best way to relieve the stress and fatigue of city life is to relax in nature.,0
都会の生活でたまったストレスや疲れをとるには、自然でのんびりするのが一番です。,Relxing among nature is the best way for stress and tired in urban life.,"If city life gives you stress and fatigue, it is best to relax in the mountains or on beaches in order to relive them.",The best way to relieve the stress and fatigue of city life is to relax in nature.,0
多くのものを犠牲にして、トムはついに宇宙飛行士になるという夢を実現した。,"Tom surcrifies many things, he became an astronomy that he dreamed of.","Tom finally realized his dream of becoming an astronaut, but at the expense of many other things.","Sacrificing many things, Tom finally realized his dream of becoming an astronaut.",0
多くのものを犠牲にして、トムはついに宇宙飛行士になるという夢を実現した。,"Tom realized his dream being,  but he lost many things.","Tom finally realized his dream of becoming an astronaut, but at the expense of many other things.","Sacrificing many things, Tom finally realized his dream of becoming an astronaut.",0
パリに留学していた頃、ある有名な画家に高級レストランでごちそうしてもらった経験がある。,I was treated to a luxury restaurant by famous painter when I studied abroad.,"When I was studying in Paris, a famous painter boutht me a meal at a first-class restaurant.","When I was studying in Paris, I had the experience of being treated by a famous painter at a fine restaurant.",0
パリに留学していた頃、ある有名な画家に高級レストランでごちそうしてもらった経験がある。,"When I was in Paris for study, a famous airtist gave me meals in expensive restaurant.","When I was studying in Paris, a famous painter boutht me a meal at a first-class restaurant.","When I was studying in Paris, I had the experience of being treated by a famous painter at a fine restaurant.",0
パリに留学していた頃、ある有名な画家に高級レストランでごちそうしてもらった経験がある。,"While I was studying in Paris, I was treated a meal at a high-class restaurant by a famous painter.","When I was studying in Paris, a famous painter boutht me a meal at a first-class restaurant.","When I was studying in Paris, I had the experience of being treated by a famous painter at a fine restaurant.",0
パリに留学していた頃、ある有名な画家に高級レストランでごちそうしてもらった経験がある。,"When I lived in Paris to study, a famous artist paid the meal for me at the restaurant.","When I was studying in Paris, a famous painter boutht me a meal at a first-class restaurant.","When I was studying in Paris, I had the experience of being treated by a famous painter at a fine restaurant.",0
若者が活字なら何でも鵜呑みにしてしまうという傾向は、今に始まったことではない。,Young peaple tend to believe letter from long time ago. ,The tendency for young people to believe everything that is printed is nothing new.,The tendency of young people to believe anything in print is not new.,0
若者が活字なら何でも鵜呑みにしてしまうという傾向は、今に始まったことではない。,It’s always saying that young people tend to trust in any words  or reads.,The tendency for young people to believe everything that is printed is nothing new.,The tendency of young people to believe anything in print is not new.,0
若者が活字なら何でも鵜呑みにしてしまうという傾向は、今に始まったことではない。,Many young people have believed what is printed for a long time.,The tendency for young people to believe everything that is printed is nothing new.,The tendency of young people to believe anything in print is not new.,0
若者が活字なら何でも鵜呑みにしてしまうという傾向は、今に始まったことではない。,Many young people have always believed what is printed.,The tendency for young people to believe everything that is printed is nothing new.,The tendency of young people to believe anything in print is not new.,0
うちは四人家族で、家はこのマンションの五階にあります。,"There are 4people in my family, and we live in the 5th floor in this mansion.",There are four people in may family. Our apartment is on the fifth floor of this building.,We are a family of four and our house is on the fifth floor of this apartment building.,0
この自転車を修理してもらうのに一万円かかりました。,I payed 10000yen to repair my bicycle.,It cost ten thousand yen to have this bike required.,"It cost me 10,000 yen to have this bicycle repaired.",1
その映画館まで徒歩でおよそ20分ですが、地下鉄なら5分で行くことができます。,"It takes 20 minutes by foot to the movie theater, it takes 5 minutes by subway.","This movie theater is about twenty minutes' walk from here, but it takes only five minutes to get there by subway.","It takes about 20 minutes to walk to the cinema, but you can get there in 5 minutes by subway.",0
その映画館まで徒歩でおよそ20分ですが、地下鉄なら5分で行くことができます。,"It takes about twenty minutes to the theater, but I can get there in five munites by subway.","This movie theater is about twenty minutes' walk from here, but it takes only five minutes to get there by subway.","It takes about 20 minutes to walk to the cinema, but you can get there in 5 minutes by subway.",0
その映画館まで徒歩でおよそ20分ですが、地下鉄なら5分で行くことができます。,"You can get to the theater in about 20 minutes on foot, but 5 minutes by subway.","This movie theater is about twenty minutes' walk from here, but it takes only five minutes to get there by subway.","It takes about 20 minutes to walk to the cinema, but you can get there in 5 minutes by subway.",1
その映画館まで徒歩でおよそ20分ですが、地下鉄なら5分で行くことができます。,"It will be 20min by walking, but only 5min by subway.","This movie theater is about twenty minutes' walk from here, but it takes only five minutes to get there by subway.","It takes about 20 minutes to walk to the cinema, but you can get there in 5 minutes by subway.",1
あいさつの仕方は国によりさまざまだが、日本では、握手よりお辞儀の方が普通だ。,"In Japan, ojigi is nomal than shake hands, how to greeting is various in various countries.","Ways of greeting vary from country. In Japan, bowing is more common than shakeing hands.","Greetings vary from country to country, but in Japan, bowing is more common than shaking hands.",1
